Unit: GPU minutes,sum,ec01,ec11,ec12,ec15,ec29,ec30,ec31,ec35,ec54,ec56,ec98,ec109,ec154,ec192,ec195,ec201,ec206,ec217,ec232,ec281,ec309,ec313,ec354,ec403,ec422,ec425,ec428,ec443,ec488,ec503,ec511,ec564
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_2,3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3287,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_20,2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_21,1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_22,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_23,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_24,2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2677,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_25,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_26,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_3,5036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5036,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_4,2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2980,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_5,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_6,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_7,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_8,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396,
smk-dorado_basecaller-exp=HL06/IFN_24h_D6_S4_B2/20241003_1427_P2S-02475-B_PAY96409_2f6289ef/pod5_file_id=PAY96409_2f6289ef_86ac8fb2_9,1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B1/20240723_1411_MN46011_FAZ60405_29164980/pod5_file_id=FAZ60405_29164980_36d44209_0-4,4424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B1/20240723_1411_MN46011_FAZ60405_29164980/pod5_file_id=FAZ60405_29164980_36d44209_10-15,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B1/20240723_1411_MN46011_FAZ60405_29164980/pod5_file_id=FAZ60405_29164980_36d44209_16-26,4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B1/20240723_1411_MN46011_FAZ60405_29164980/pod5_file_id=FAZ60405_29164980_36d44209_27-43,2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B1/20240723_1411_MN46011_FAZ60405_29164980/pod5_file_id=FAZ60405_29164980_36d44209_5-9,4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4432,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_0,5370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5370,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_1,11594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11594,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_10,4812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_11,4960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4960,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_12,4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4333,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_13,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_14,4271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4271,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_15,4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4455,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_16,8885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8885,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_17,9874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9874,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_18,4916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4916,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_19,3909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_2,6031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6031,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_20,4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4379,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_21,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_3,11128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11128,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_4,5348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5348,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_5,5473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5473,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_6,10921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10921,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_7,5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5392,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_8,5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5584,
smk-dorado_basecaller-exp=HL06/IFN_24h_D7_S8_B2/20240905_1625_P2S-02475-A_PAY57570_a182b340/pod5_file_id=PAY57570_a182b340_1a4ddbe0_9,5264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_0,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_1,3129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_10,2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_11,2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_12,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_13,1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_14,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_15,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_16,2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_17,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_18,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_19,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_2,3253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_20,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_21,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_22,1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_23,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_3,5949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_4,5945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_5,2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_6,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2841,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_7,2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2839,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_8,2819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2819,
smk-dorado_basecaller-exp=HL06/IFN_24h_D9_S11_B1/20241107_1452_P2S-02475-A_PAY57565_ed0b798a/pod5_file_id=PAY57565_ed0b798a_b5017958_9,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484,
smk-dorado_basecaller-exp=HL10/Ctrl_4d_D6_S2_B1/20241126_1637_P2S-02475-A_PAY61378_39da14c4/pod5_file_id=PAY61378_39da14c4_74ed3617_10,1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,
smk-dorado_basecaller-exp=HL10/Ctrl_4d_D6_S2_B1/20241126_1637_P2S-02475-A_PAY61378_39da14c4/pod5_file_id=PAY61378_39da14c4_74ed3617_12,5054308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5054308,
smk-dorado_basecaller-exp=HL10/Ctrl_4d_D6_S2_B1/20241126_1637_P2S-02475-A_PAY61378_39da14c4/pod5_file_id=PAY61378_39da14c4_74ed3617_13,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,
smk-dorado_basecaller-exp=HL10/Ctrl_4d_D6_S2_B1/20241126_1637_P2S-02475-A_PAY61378_39da14c4/pod5_file_id=PAY61378_39da14c4_74ed3617_17,6053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6053,
smk-dorado_basecaller-exp=HL10/Ctrl_4d_D6_S2_B1/20241126_1637_P2S-02475-A_PAY61378_39da14c4/pod5_file_id=PAY61378_39da14c4_74ed3617_5,2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821,
smk-dorado_basecaller-exp=HL10/Ctrl_4d_D6_S2_B1/20241126_1637_P2S-02475-A_PAY61378_39da14c4/pod5_file_id=PAY61378_39da14c4_74ed3617_8,2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2827,
smk-dorado_basecaller-exp=HL10/IFN2ab_4d_D6_S11_B1/20250122_1427_P2S-02475-A_PAY57565_d9274f79/pod5_file_id=PAY57565_d9274f79_1f291614_18-26,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4190,
smk-dorado_basecaller-exp=HL10/IFN2ab_4d_D6_S11_B1/20250122_1427_P2S-02475-A_PAY57565_d9274f79/pod5_file_id=PAY57565_d9274f79_1f291614_27-35,4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4116,
smk-dorado_basecaller-exp=HL10/IFNg_4d_D6_S3_B1/20241126_1558_P2S-00700-A_PAY61412_52ddee91/pod5_skip_file_id=PAY61412_skip_52ddee91_e878d9cd_1,5001701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5001701,
smk-dorado_basecaller-exp=HL10/IFNg_4d_D6_S3_B1/20241126_1558_P2S-00700-A_PAY61412_52ddee91/pod5_skip_file_id=PAY61412_skip_52ddee91_e878d9cd_12,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,
smk-dorado_basecaller-exp=HL10/IFNg_4d_D6_S3_B1/20241126_1558_P2S-00700-A_PAY61412_52ddee91/pod5_skip_file_id=PAY61412_skip_52ddee91_e878d9cd_14,3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755,
smk-dorado_basecaller-exp=HL10/IFNg_4d_D6_S3_B1/20241126_1558_P2S-00700-A_PAY61412_52ddee91/pod5_skip_file_id=PAY61412_skip_52ddee91_e878d9cd_15,4496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4496,
smk-dorado_basecaller-exp=HL10/IFNg_4d_D6_S3_B1/20241126_1558_P2S-00700-A_PAY61412_52ddee91/pod5_skip_file_id=PAY61412_skip_52ddee91_e878d9cd_4,3277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3277,
smk-dorado_basecaller-exp=HL10/IL13_4d_D6_S9_B1/20250106_1458_P2S-02475-A_PAY55502_390b3b09/pod5_file_id=PAY55502_390b3b09_ce73a198_16,5247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247,
smk-dorado_basecaller-exp=HL10/IL13_4d_D6_S9_B1/20250106_1458_P2S-02475-A_PAY55502_390b3b09/pod5_file_id=PAY55502_390b3b09_ce73a198_17,5046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5046,
smk-dorado_basecaller-exp=HL10/IL13_4d_D6_S9_B1/20250106_1458_P2S-02475-A_PAY55502_390b3b09/pod5_file_id=PAY55502_390b3b09_ce73a198_6,5006435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5006435,
smk-dorado_basecaller-exp=HL10/IL17_4d_D6_S13_B2/20250115_0927_P2S-02475-A_PAY55502_b750aa1d/pod5_file_id=PAY55502_b750aa1d_8cff0e5a_11,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781,
smk-dorado_basecaller-exp=HL10/IL17_4d_D6_S13_B2/20250115_0927_P2S-02475-A_PAY55502_b750aa1d/pod5_file_id=PAY55502_b750aa1d_8cff0e5a_13,1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,
smk-dorado_basecaller-exp=HL10/IL17_4d_D6_S13_B2/20250115_0927_P2S-02475-A_PAY55502_b750aa1d/pod5_file_id=PAY55502_b750aa1d_8cff0e5a_5,2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_13,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_14,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_15,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_2,2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_21,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_3,2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_38,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_39,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_4,9920426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9920426,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_42,5031005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5031005,
smk-dorado_basecaller-exp=HL10/IL22_4d_D6_S8_B1/20241209_1504_P2S-02475-A_PAY61412_b2783345/pod5_file_id=PAY61412_b2783345_92134834_9,2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,
smk-dorado_basecaller-exp=HL10/TNFa_4d_D6_S6_B1/20241203_1413_P2S-02475-A_PAY61378_470d2ecb/pod5_file_id=PAY61378_470d2ecb_0e8944a7_0,2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454,
smk-dorado_basecaller-exp=HL10/TNFa_4d_D6_S6_B1/20241203_1413_P2S-02475-A_PAY61378_470d2ecb/pod5_file_id=PAY61378_470d2ecb_0e8944a7_4,2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2793,
smk-dorado_basecaller-exp=HL10/TNFa_4d_D6_S6_B1/20241203_1413_P2S-02475-A_PAY61378_470d2ecb/pod5_file_id=PAY61378_470d2ecb_0e8944a7_9,3851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851,
smk-dorado_basecaller-exp=HL10/TNFa_4d_D6_S6_B2/20241204_1017_P2S-02475-A_PAY61378_f1ad969a/pod5_file_id=PAY61378_f1ad969a_fc721c2c_15,10085969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10085969,
smk-dorado_basecaller-exp=HL10/TNFa_4d_D6_S6_B2/20241204_1017_P2S-02475-A_PAY61378_f1ad969a/pod5_file_id=PAY61378_f1ad969a_fc721c2c_25,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,
smk-dorado_basecaller-exp=HL10/TNFa_4d_D6_S6_B2/20241204_1017_P2S-02475-A_PAY61378_f1ad969a/pod5_file_id=PAY61378_f1ad969a_fc721c2c_3,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4007,
smk-dorado_basecaller-exp=HL10/TNFa_4d_D6_S6_B2/20241204_1017_P2S-02475-A_PAY61378_f1ad969a/pod5_file_id=PAY61378_f1ad969a_fc721c2c_6,3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3855,
smk-dorado_basecaller-exp=HL10/TNFa_4d_D6_S6_B2/20241204_1017_P2S-02475-A_PAY61378_f1ad969a/pod5_file_id=PAY61378_f1ad969a_fc721c2c_7,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,
smk-dorado_basecaller-exp=HL12/Ctrl_24h_D6_S2_B1/pod5_file_id=PBE01945_54fdf07c_101eb219_0-9,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299,
smk-dorado_basecaller-exp=HL12/Ctrl_24h_D6_S2_B1/pod5_file_id=PBE01945_54fdf07c_101eb219_10-19,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8150,
smk-dorado_basecaller-exp=HL12/Ctrl_24h_D6_S2_B1/pod5_file_id=PBE01945_54fdf07c_101eb219_100-109,4643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4643,
